gene_id,gene_name
ensg00000179840,pik3cd-as1
ensg00000231789,pik3cd-as2
ensg00000171603,clstn1
ensg00000178585,ctnnbip1
ensg00000223989,al357140.1
ensg00000285701,al357140.4
ensg00000162441,lzic
ensg00000228150,al357140.2
ensg00000173614,nmnat1
ensg00000241326,al603962.1
ensg00000162444,rbp7
ensg00000130939,ube4b
ensg00000054523,kif1b
ensg00000284735,al139424.3
ensg00000284642,al139424.2
ensg00000142657,pgd
ensg00000271989,al139424.1
ensg00000175279,cenps
ensg00000241563,cort
ensg00000160049,dffa
ensg00000203469,al354956.1
ensg00000142655,pex14
ensg00000287727,al139423.2
ensg00000130940,casz1
ensg00000272078,al139423.1
ensg00000175262,c1orf127
ensg00000120948,tardbp
ensg00000009724,masp2
ensg00000271895,al109811.2
ensg00000116649,srm
ensg00000171824,exosc10
ensg00000226849,al109811.1
ensg00000230337,exosc10-as1
ensg00000198793,mtor
ensg00000225602,mtor-as1
ensg00000171819,angptl7
ensg00000120942,ubiad1
ensg00000284646,al031291.1
ensg00000204624,disp3
ensg00000285833,al590989.1
ensg00000235643,linc01647
ensg00000284708,al031731.1
ensg00000116661,fbxo2
ensg00000132879,fbxo44
ensg00000116663,fbxo6
ensg00000116670,mad2l2
ensg00000162490,draxin
ensg00000177674,agtrap
ensg00000215910,c1orf167
ensg00000177553,al953897.1
ensg00000177000,mthfr
ensg00000011021,clcn6
ensg00000175206,nppa
ensg00000120937,nppb
ensg00000285646,al021155.5
ensg00000116685,kiaa2013
ensg00000083444,plod1
ensg00000287384,al096840.2
ensg00000116688,mfn2
ensg00000116691,miip
ensg00000120949,tnfrsf8
ensg00000285604,al357835.1
ensg00000028137,tnfrsf1b
ensg00000048707,vps13d
ensg00000229484,linc02766
ensg00000162496,dhrs3
ensg00000272482,ac254633.1
ensg00000204518,aadacl4
ensg00000188984,aadacl3
ensg00000157330,c1orf158
ensg00000116726,pramef12
ensg00000116721,pramef1
ensg00000228338,linc01784
ensg00000239810,pramef11
ensg00000179172,hnrnpcl1
ensg00000120952,pramef2
ensg00000243073,pramef4
ensg00000187545,pramef10
ensg00000204510,pramef7
ensg00000232423,pramef6
ensg00000274764,pramef27
ensg00000277058,hnrnpcl3
ensg00000229571,pramef25
ensg00000275774,hnrnpcl2
ensg00000233336,ac245056.1
ensg00000280267,pramef26
ensg00000179412,hnrnpcl4
ensg00000204505,pramef9
ensg00000279169,pramef13
ensg00000279804,pramef18
ensg00000270601,pramef5
ensg00000182330,pramef8
ensg00000237700,pramef33
ensg00000204501,pramef15
ensg00000228229,ac243961.1
ensg00000204481,pramef14
ensg00000204480,pramef19
ensg00000204479,pramef17
ensg00000204478,pramef20
ensg00000162494,lrrc38
ensg00000259961,al354712.1
ensg00000162493,pdpn
ensg00000237445,al359771.1
ensg00000116731,prdm2
ensg00000189337,kazn
ensg00000231606,al357873.1
ensg00000234593,kazn-as1
ensg00000287756,al031293.1
ensg00000175147,tmem51-as1
ensg00000171729,tmem51
ensg00000204464,c1orf195
ensg00000142621,fhad1
ensg00000233485,al031283.2
ensg00000236045,al031283.3
ensg00000228140,al031283.1
ensg00000142634,efhd2
ensg00000162438,ctrc
ensg00000142615,cela2a
ensg00000215704,cela2b
ensg00000132906,casp9
ensg00000116138,dnajc16
ensg00000272510,al121992.3
ensg00000116771,agmat
ensg00000237301,al121992.1
ensg00000197312,ddi2
ensg00000215695,rsc1a1
ensg00000271742,al121992.2
ensg00000116786,plekhm2
ensg00000237938,al450998.3
ensg00000162461,slc25a34
ensg00000224459,slc25a34-as1
ensg00000162460,tmem82
ensg00000162458,fblim1
ensg00000233954,uqcrhl
ensg00000179743,al450998.2
ensg00000065526,spen
ensg00000116809,zbtb17
ensg00000183888,srarp
ensg00000233078,al355994.3
ensg00000173641,hspb7
ensg00000186510,clcnka
ensg00000184908,clcnkb
ensg00000185519,fam131c
ensg00000142627,epha2
ensg00000227959,al451042.2
ensg00000224621,al451042.1
ensg00000234166,arhgef19-as1
ensg00000142632,arhgef19
ensg00000288398,al109627.1
ensg00000132881,cplane2
ensg00000037637,fbxo42
ensg00000055070,szrd1
ensg00000187144,spata21
ensg00000157191,necap2
ensg00000226029,linc01772
ensg00000261135,al137802.2
ensg00000224174,al137802.1
ensg00000233421,linc01783
ensg00000219481,nbpf1
ensg00000271732,al137798.1
ensg00000282143,al137798.2
ensg00000279151,al021920.1
ensg00000282740,al021920.3
ensg00000058453,crocc
ensg00000223643,bx284668.1
ensg00000228549,bx284668.2
ensg00000238142,bx284668.5
ensg00000272426,bx284668.6
ensg00000117122,mfap2
ensg00000286898,al049569.2
ensg00000226526,al049569.1
ensg00000159363,atp13a2
ensg00000117118,sdhb
ensg00000117115,padi2
ensg00000204362,linc02783
ensg00000282843,al590644.1
ensg00000142623,padi1
ensg00000142619,padi3
ensg00000159339,padi4
ensg00000276747,padi6
ensg00000227751,rcc2-as1
ensg00000179051,rcc2
ensg00000074964,arhgef10l
ensg00000236648,linc02810
ensg00000117148,actl8
ensg00000284653,al357509.1
ensg00000261781,linc01654
ensg00000117154,igsf21
ensg00000230035,igsf21-as1
ensg00000225387,al591896.1
ensg00000179023,klhdc7a
ensg00000009709,pax7
ensg00000179002,tas1r2
ensg00000159423,aldh4a1
ensg00000169991,iffo2
ensg00000272084,al137127.1
ensg00000127481,ubr4
ensg00000230424,emc1-as1
ensg00000127463,emc1
ensg00000053372,mrto4
ensg00000162482,akr7a3
ensg00000053371,akr7a2
ensg00000040487,slc66a1
ensg00000077549,capzb
ensg00000173436,micos10
ensg00000235185,al031727.2
ensg00000158747,nbl1
ensg00000158748,htr6
ensg00000162542,tmco4
ensg00000178828,rnf186
ensg00000235434,al391883.1
ensg00000169914,otud3
ensg00000188784,pla2g2e
ensg00000188257,pla2g2a
ensg00000127472,pla2g5
ensg00000117215,pla2g2d
ensg00000158786,pla2g2f
ensg00000227066,z98257.1
ensg00000187980,pla2g2c
ensg00000225986,ubxn10-as1
ensg00000162543,ubxn10
ensg00000228105,linc01757
ensg00000284710,z98257.2
ensg00000158816,vwa5b1
ensg00000226664,al020998.1
ensg00000236963,linc01141
ensg00000226487,al139254.1
ensg00000284641,al139254.2
ensg00000284743,al139254.3
ensg00000162545,camk2n1
ensg00000090432,mul1
ensg00000183114,fam43b
ensg00000158825,cda
ensg00000158828,pink1
ensg00000117242,pink1-as
ensg00000244038,ddost
ensg00000117245,kif17
ensg00000189410,sh2d5
ensg00000233069,al663074.1
ensg00000127483,hp1bp3
ensg00000075151,eif4g3
ensg00000287192,al031005.2
ensg00000117298,ece1
ensg00000236936,al031005.1
ensg00000231105,al031728.1
ensg00000236009,al592309.2
ensg00000142794,nbpf3
ensg00000162551,alpl
ensg00000233431,linc02596
ensg00000076864,rap1gap
ensg00000090686,usp48
ensg00000187942,ldlrad2
ensg00000142798,hspg2
ensg00000219073,cela3b
ensg00000142789,cela3a
ensg00000228397,linc01635
ensg00000218510,linc00339
ensg00000070831,cdc42
ensg00000285752,cdc42-as1
ensg00000230068,cdc42-it1
ensg00000162552,wnt4
ensg00000285873,al445253.1
ensg00000184677,zbtb40
ensg00000237200,zbtb40-it1
ensg00000070886,epha8
ensg00000173372,c1qa
ensg00000159189,c1qc
ensg00000173369,c1qb
ensg00000133216,ephb2
ensg00000225952,al512444.1
ensg00000215906,lactbl1
ensg00000227868,tex46
ensg00000004487,kdm1a
ensg00000240553,al031428.1
ensg00000169641,luzp1
ensg00000179546,htr1d
ensg00000261326,linc01355
ensg00000284726,al109936.6
ensg00000125944,hnrnpr
ensg00000125945,znf436
ensg00000249087,znf436-as1
ensg00000271420,al109936.2
ensg00000204219,tcea3
ensg00000088280,asap3
ensg00000007968,e2f2
ensg00000235052,al021154.1
ensg00000117318,id3
ensg00000285802,al450043.1
ensg00000197880,mds2
ensg00000142676,rpl11
ensg00000236810,eloa-as1
ensg00000011007,eloa
ensg00000057757,pithd1
ensg00000011009,lypla2
ensg00000117308,gale
ensg00000117305,hmgcl
ensg00000179163,fuca1
ensg00000188822,cnr2
ensg00000232557,al590609.3
ensg00000189266,pnrc2
ensg00000188529,srsf10
ensg00000225315,al591178.1
ensg00000142661,myom3
ensg00000230703,al591178.2
ensg00000142677,il22ra1
ensg00000185436,ifnlr1
ensg00000230023,linc02800
ensg00000232298,al138902.1
ensg00000158055,grhl3
ensg00000001460,stpg1
ensg00000001461,nipal3
ensg00000286061,rcan3as
ensg00000117602,rcan3
ensg00000264443,ncmap-dt
ensg00000184454,ncmap
ensg00000133226,srrm1
ensg00000284699,al445648.1
ensg00000169504,clic4
ensg00000020633,runx3
ensg00000229162,al445471.1
ensg00000261025,al445471.2
ensg00000285823,linc02793
ensg00000233755,al050344.1
ensg00000231953,al031432.1
ensg00000117614,syf2
ensg00000284602,al031432.4
ensg00000284657,al031432.5
ensg00000117616,rsrp1
ensg00000272432,al031432.3
ensg00000187010,rhd
ensg00000183726,tmem50a
ensg00000188672,rhce
ensg00000204178,maco1
ensg00000157978,ldlrap1
ensg00000225643,al606491.1
ensg00000117643,man1c1
ensg00000233478,al031280.1
ensg00000162430,selenon
ensg00000228172,al020996.1
ensg00000117640,mtfr1l
ensg00000272478,al020996.3
ensg00000127423,aunip
ensg00000236528,al033528.2
ensg00000182749,paqr7
ensg00000117632,stmn1
ensg00000158006,pafah2
ensg00000158008,extl1
ensg00000158014,slc30a2
ensg00000284309,al391650.2
ensg00000158022,trim63
ensg00000175087,pdik1l
ensg00000197245,fam110d
ensg00000282872,c1orf232
ensg00000236782,al391650.1
ensg00000142684,znf593
ensg00000142675,cnksr1
ensg00000188782,catsper4
ensg00000130695,cep85
ensg00000142669,sh3bgrl3
ensg00000158062,ubxn11
ensg00000169442,cd52
ensg00000176092,crybg2
ensg00000176083,znf683
ensg00000131914,lin28a
ensg00000117682,dhdds
ensg00000225891,al513365.2
ensg00000198830,hmgn2
ensg00000117676,rps6ka1
ensg00000260063,al512408.1
ensg00000117713,arid1a
ensg00000060642,pigv
ensg00000204160,zdhhc18
ensg00000175793,sfn
ensg00000142751,gpn2
ensg00000226698,al034380.1
ensg00000198746,gpatch3
ensg00000090273,nudc
ensg00000131910,nr0b2
ensg00000175707,kdf1
ensg00000253368,trnp1
ensg00000158246,tent5b
ensg00000090020,slc9a1
ensg00000224311,al590640.1
ensg00000142784,wdtc1
ensg00000186501,tmem222
ensg00000142765,sytl1
ensg00000142733,map3k6
ensg00000142748,fcn3
ensg00000174950,cd164l2
ensg00000181773,gpr3
ensg00000158195,wasf2
ensg00000241169,fo393419.2
ensg00000237429,bx293535.1
ensg00000126705,ahdc1
ensg00000000938,fgr
ensg00000233975,linc02574
ensg00000126709,ifi6
ensg00000225886,al445490.1
ensg00000287244,al020997.5
ensg00000009780,fam76a
ensg00000117758,stx12
ensg00000269971,al020997.2
ensg00000270031,al020997.3
ensg00000286433,al020997.4
ensg00000117751,ppp1r8
ensg00000130775,themis2
ensg00000117748,rpa2
ensg00000130768,smpdl3b
ensg00000227050,al512288.1
ensg00000158156,xkr8
ensg00000158161,eya3
ensg00000169403,ptafr
ensg00000126698,dnajc8
ensg00000130770,atp5if1
ensg00000270605,al353622.1
ensg00000271398,al353622.2
ensg00000130766,sesn2
ensg00000130772,med18
ensg00000204138,phactr4
ensg00000180198,rcc1
ensg00000242125,snhg3
ensg00000180098,trnau1ap
ensg00000197989,snhg12
ensg00000120656,taf12
ensg00000188060,rab42
ensg00000229388,linc01715
ensg00000270103,al360012.1
ensg00000162419,gmeb1
ensg00000198492,ythdf2
ensg00000116329,oprd1
ensg00000233427,al009181.1
ensg00000159023,epb41
ensg00000253304,tmem200b
ensg00000225750,al357500.1
ensg00000116350,srsf4
ensg00000116353,mecr
ensg00000237934,al590729.1
ensg00000060656,ptpru
ensg00000230523,linc01756
ensg00000228176,ac092265.1
ensg00000284676,al645944.2
ensg00000233399,linc01648
ensg00000233372,al137076.1
ensg00000236335,al161638.2
ensg00000231949,al161638.1
ensg00000162510,matn1
ensg00000186056,matn1-as1
ensg00000287510,al137857.1
ensg00000162511,laptm5
ensg00000229607,al137027.1
ensg00000223382,linc01778
ensg00000235143,al445235.1
ensg00000162512,sdc3
ensg00000134644,pum1
ensg00000084628,nkain1
ensg00000060688,snrnp40
ensg00000121766,zcchc17
ensg00000229044,al451070.1
ensg00000121769,fabp3
ensg00000168528,serinc2
ensg00000284543,linc01226
ensg00000229167,ac114488.1
ensg00000142910,tinagl1
ensg00000121764,hcrtr1
ensg00000162517,pef1
ensg00000235790,ac114488.2
ensg00000264078,ac114488.3
ensg00000084636,col16a1
ensg00000121753,adgrb2
ensg00000254545,al354919.2
ensg00000134668,spocd1
ensg00000203620,al354919.1
ensg00000269967,al136115.2
ensg00000184007,ptp4a2
ensg00000228634,al136115.1
ensg00000284702,al136115.3
ensg00000121774,khdrbs1
ensg00000203325,al445248.1
ensg00000121775,tmem39b
ensg00000025800,kpna6
ensg00000250135,al049795.2
ensg00000084652,txlna
ensg00000160050,ccdc28b
ensg00000224066,al049795.1
ensg00000160051,iqcc
ensg00000222046,dcdc2b
ensg00000160055,tmem234
ensg00000084623,eif3i
ensg00000183615,fam167b
ensg00000182866,lck
ensg00000116478,hdac1
ensg00000175130,marcksl1
ensg00000233775,al109945.1
ensg00000162526,tssk3
ensg00000225828,fam229a
ensg00000160058,bsdc1
ensg00000273274,zbtb8b
ensg00000160062,zbtb8a
ensg00000176261,zbtb8os
ensg00000162521,rbbp4
ensg00000162520,sync
ensg00000224409,ac114489.1
ensg00000162522,kiaa1522
ensg00000134684,yars
ensg00000116497,s100pbp
ensg00000160097,fndc5
ensg00000121905,hpca
ensg00000121900,tmem54
ensg00000287691,al031602.2
ensg00000116514,rnf19b
ensg00000236065,al020995.1
ensg00000004455,ak2
ensg00000142920,azin2
ensg00000116525,trim62
ensg00000284721,al662907.3
ensg00000160094,znf362
ensg00000270115,al513327.3
ensg00000184389,a3galt2
ensg00000225313,al513327.1
ensg00000134686,phc2
ensg00000233246,al513327.2
ensg00000121903,zscan20
ensg00000121904,csmd2
ensg00000176256,hmgb4
ensg00000231163,csmd2-as1
ensg00000142698,c1orf94
ensg00000287703,ac099565.1
ensg00000163866,smim12
ensg00000189280,gjb5
ensg00000189433,gjb4
ensg00000255811,al121988.1
ensg00000188910,gjb3
ensg00000187513,gja4
ensg00000230163,al122010.1
ensg00000116544,dlgap3
ensg00000243749,tmem35b
ensg00000163867,zmym6
ensg00000197056,zmym1
ensg00000284640,al590434.1
ensg00000116560,sfpq
ensg00000146463,zmym4
ensg00000227409,zmym4-as1
ensg00000142687,kiaa0319l
ensg00000020129,ncdn
ensg00000239636,ac004865.2
ensg00000116819,tfap2e
ensg00000126067,psmb2
ensg00000142686,c1orf216
ensg00000092853,clspn
ensg00000232335,al354864.1
ensg00000134698,ago4
ensg00000092847,ago1
ensg00000286899,al139286.3
ensg00000271914,al139286.2
ensg00000126070,ago3
ensg00000271554,al138787.2
ensg00000092850,tekt2
ensg00000116863,adprhl2
ensg00000171812,col8a2
ensg00000054116,trappc3
ensg00000116871,map7d1
ensg00000054118,thrap3
ensg00000214193,sh3d21
ensg00000142694,eva1b
ensg00000286379,al591845.1
ensg00000196182,stk40
ensg00000181817,lsm10
ensg00000116885,oscp1
ensg00000116898,mrps15
ensg00000119535,csf3r
ensg00000284705,al596257.1
ensg00000284720,ac117945.2
ensg00000234481,ac117945.1
ensg00000163873,grik3
ensg00000284650,al031430.1
ensg00000223944,al353604.1
ensg00000233621,linc01137
ensg00000163874,zc3h12a
ensg00000163875,meaf6
ensg00000163877,snip1
ensg00000163879,dnali1
ensg00000134697,gnl2
ensg00000284748,al513220.1
ensg00000169218,rspo1
ensg00000116922,c1orf109
ensg00000134690,cdca8
ensg00000183317,epha10
ensg00000185090,maneal
ensg00000233728,al929472.3
ensg00000196449,yrdc
ensg00000197982,c1orf122
ensg00000188786,mtf1
ensg00000230955,al929472.2
ensg00000204084,inpp5b
ensg00000183431,sf3a3
ensg00000183386,fhl3
ensg00000183520,utp11
ensg00000185668,pou3f1
ensg00000224592,mir3659hg
ensg00000284623,linc02786
ensg00000286552,al390839.1
ensg00000287987,al390839.2
ensg00000237290,linc01343
ensg00000238063,linc01685
ensg00000284632,al354702.2
ensg00000116954,rragc
ensg00000228436,al139260.1
ensg00000214114,mycbp
ensg00000131233,gja9
ensg00000158315,rhbdl2
ensg00000174574,akirin1
ensg00000168653,ndufs5
ensg00000127603,macf1
ensg00000270040,al356055.1
ensg00000287422,al442071.2
ensg00000226438,al442071.1
ensg00000183682,bmp8a
ensg00000090621,pabpc4
ensg00000228060,pabpc4-as1
ensg00000163909,heyl
ensg00000225903,al035404.2
ensg00000116981,nt5c1a
ensg00000116983,hpcal4
ensg00000084072,ppie
ensg00000116985,bmp8b
ensg00000198754,oxct2
ensg00000285905,bmp8b-as1
ensg00000261798,al033527.3
ensg00000284719,al033527.4
ensg00000284678,linc02811
ensg00000043514,trit1
ensg00000116990,mycl
ensg00000236546,al033527.2
ensg00000168389,mfsd2a
ensg00000131236,cap1
ensg00000131238,ppt1
ensg00000117000,rlf
ensg00000188800,tmco2
ensg00000259943,al050341.2
ensg00000084073,zmpste24
ensg00000049089,col9a2
ensg00000084070,smap2
ensg00000284677,al031985.4
ensg00000187801,zfp69b
ensg00000260920,al031985.3
ensg00000187815,zfp69
ensg00000238287,al603839.3
ensg00000164002,exo5
ensg00000227278,al603839.1
ensg00000238186,al603839.2
ensg00000117010,znf684
ensg00000286838,al356379.2
ensg00000117016,rims3
ensg00000287743,al031289.2
ensg00000237899,al031289.1
ensg00000272145,nfyc-as1
ensg00000066136,nfyc
ensg00000117013,kcnq4
ensg00000179862,cited4
ensg00000229528,ac119677.1
ensg00000286668,al391730.2
ensg00000171793,ctps1
ensg00000281207,slfnl1-as1
ensg00000171790,slfnl1
ensg00000010803,scmh1
ensg00000287400,ac093151.8
ensg00000235358,ac093151.3
ensg00000204060,foxo6
ensg00000229901,ac093151.2
ensg00000127129,edn2
ensg00000127124,hivep3
ensg00000230881,al445933.2
ensg00000284895,ac119676.1
ensg00000287587,al158216.1
ensg00000044012,guca2b
ensg00000197273,guca2a
ensg00000198815,foxj3
ensg00000227527,ac096540.1
ensg00000177181,rimkla
ensg00000066185,zmynd12
ensg00000127125,ppcs
ensg00000186409,ccdc30
ensg00000171960,ppih
ensg00000285728,ac098484.4
ensg00000234917,ac098484.2
ensg00000065978,ybx1
ensg00000164007,cldn19
ensg00000117385,p3h1
ensg00000164008,c1orf50
ensg00000228452,ac098484.1
ensg00000274386,tmem269
ensg00000177868,svbp
ensg00000164010,ermap
ensg00000228192,al512353.1
ensg00000164011,znf691
ensg00000117394,slc2a1
ensg00000227533,slc2a1-as1
ensg00000283973,ac099795.1
ensg00000186973,fam183a
ensg00000117395,ebna1bp2
ensg00000243710,cfap57
ensg00000179178,tmem125
ensg00000253313,c1orf210
ensg00000066056,tie1
ensg00000117400,mpl
ensg00000287113,al139289.3
ensg00000234694,al139289.2
ensg00000117399,cdc20
ensg00000066322,elovl1
ensg00000159479,med8
ensg00000229431,al139289.1
ensg00000198198,szt2
ensg00000229372,szt2-as1
ensg00000178922,hyi
ensg00000229348,hyi-as1
ensg00000142949,ptprf
ensg00000066135,kdm4a
ensg00000236200,kdm4a-as1
ensg00000126091,st3gal3
ensg00000229444,al451062.1
ensg00000117407,artn
ensg00000237950,al357079.1
ensg00000117408,ipo13
ensg00000285649,al357079.2
ensg00000132768,dph2
ensg00000117410,atp6v0b
ensg00000117411,b4galt2
ensg00000159214,ccdc24
ensg00000196517,slc6a9
ensg00000230615,al139220.2
ensg00000171872,klf17
ensg00000283039,klf18
ensg00000178028,dmap1
ensg00000117419,eri3
ensg00000233602,eri3-it1
ensg00000187147,rnf220
ensg00000126106,tmem53
ensg00000198520,armh1
ensg00000142945,kif2c
ensg00000225721,al592166.1
ensg00000142937,rps8
ensg00000142959,best4
ensg00000173846,plk3
ensg00000188396,tctex1d4
ensg00000222009,btbd19
ensg00000117425,ptch2
ensg00000070785,eif2b3
ensg00000126107,hectd3
ensg00000126088,urod
ensg00000162415,zswim5
ensg00000281912,linc01144
ensg00000186603,hpdl
ensg00000132781,mutyh
ensg00000132773,toe1
ensg00000070759,tesk2
ensg00000280670,ccdc163
ensg00000132763,mmachc
ensg00000117450,prdx1
ensg00000117448,akr1a1
ensg00000132780,nasp
ensg00000159588,ccdc17
ensg00000159592,gpbp1l1
ensg00000159596,tmem69
ensg00000197429,ipp
ensg00000230896,al604028.1
ensg00000086015,mast2
ensg00000117461,pik3r3
ensg00000226957,al358075.1
ensg00000227857,al358075.2
ensg00000117472,tspan1
ensg00000250719,p3r3urf
ensg00000085998,pomgnt1
ensg00000171357,lurap1
ensg00000085999,rad54l
ensg00000132128,lrrc41
ensg00000173660,uqcrh
ensg00000117481,nsun4
ensg00000117480,faah
ensg00000224863,linc01398
ensg00000197587,dmbx1
ensg00000282881,tmem275
ensg00000269956,mknk1-as1
ensg00000162456,kncn
ensg00000079277,mknk1
ensg00000142961,mob3c
ensg00000123472,atpaf1
ensg00000186118,tex38
ensg00000228237,efcab14-as1
ensg00000159658,efcab14
ensg00000142973,cyp4b1
ensg00000187048,cyp4a11
ensg00000186377,cyp4x1
ensg00000186160,cyp4z1
ensg00000225506,cyp4a22-as1
ensg00000162365,cyp4a22
ensg00000224805,linc00853
ensg00000162366,pdzk1ip1
ensg00000162367,tal1
